तर कसैबाट कल्पनासम्म पनि नगरिएको संविधान सभा दुर्भाग्यवस विघटन हुन पुग्यो जसको प्रभाव स्वाभाविकरूपमा अन्य क्षेत्रमा जस्तै न्यायपालिकामा पनि पर्न गयो। ,0
यदि संविधान सभाले नयाँ संविधान जारी गरेको भए हालको परिस्थिति अर्कै हुन गई हामीले चालेको कदम दूरदर्शी सावित हुनसक्थ्यो तर सो नहुनाको परिणाम आज सर्वोच्च अदालतमा न्यायाधीशको दरबन्दी रिक्त हुँदै जाने तर नियुक्ति प्रक्रिया अगाडि बढाउन नसकिनेखालको अत्यन्त जटिल अवस्थामा हामीलाई पुर्याँएको छ।,1
यो तीतो यथार्थ यहाँहरु सबैलाई विदितै छ। ,1
वर्तमानमा उत्पन्न यो यथार्थता मनन् गर्दै समस्या समाधानार्थ अगाडि बढ्न मैले बार एसोसियसनको संस्थागत एवं समस्त कानुन व्यवसायी मित्रहरुको सहयोगको अपेक्षा पनि गरेको छु। ,1
साथै संविधानतः न्याय परिषद्ले जिम्मेवारी पाएको तल्ला तहका अदालतमा रिक्त न्यायाधीश पदमा सुरु भएको नियुक्ति प्रक्रियालाई यथाशक्य चाँडो निष्कर्षमा पुर्या इने पनि यहाँहरुमा जानकारी गराउन चाहन्छु। ,1
अन्त्यमा विगतका सकारात्मक अनुभवहरुलाई जगेर्ना गरी प्राप्त नकारात्मक अनुभवहरुबाट शिक्षा लिँदै भावी योजना निर्धारण गर्नु नै आजको आवश्यकता हो भन्ने मलाई लागेको छ।,1
यो स्वाभाविक नियम पनि हो। ,1
यसका लागि विद्वान् कानुन व्यवसायी मित्रहरुबाट हामीले थप सहयोग एवं सुझावको अपेक्षा गरेका छौं।,1
यथासम्भव प्राप्त सुझावलाई समयमै अगाडि बढाइने कुरामा विश्वास दिलाउन चाहन्छु।,1
न्यायपालिका एवं नेपाली बारले भोग्नुपरेका समस्या एवं चुनौतीबारे खुलस्त रूपको बहस एवं छलफल गर्दै भावी दिनमा रचनात्मक ढङ्गबाट अघि बढ्न प्रस्तुत कार्यक्रमले पक्कै पनि सार्थकता पाउने आशा एवं विश्वास लिएको छु। ,1
